Indicator,Taxonomic Level,"Matching EFG, Biome","Matching EFG, Biome (full name)",Notes,Ecoregions,pallete,Reference,Region
Araucaria araucana,species,T2.3,Oceanic cool temperate rainforests,Evergreen broad leafed,,#54B2A0,,South America
Austrocedrus chilensis,species,T2.3,Oceanic cool temperate rainforests,Evergreen broad leafed,,#54B2A0,,South America
Lomatia hirsuta,species,T2.3,Oceanic cool temperate rainforests,Evergreen broad leafed,,#54B2A0,,South America
Embothrium,genus,T3.2,Seasonally dry temperate heath and shrublands,Evergreen shrub (can also be found in forests),,#57A7AE,,South America
Blastocerus dichotomus,species,TF,Palustrine wetlands,Marsh deer (could indicate TF if near wetlands),,#629A8E,,South America
Typha domingensis,species,TF,Palustrine wetlands,,,#629A8E,,South America
Pontederia cordata,species,TF,Palustrine wetlands,emergant plant,,#629A8E,,South America
Erythrina crista-galli,species,TF1.4,Seasonal floodplain marshes,,,#93D699,,South America
Empetrum rubrum,species,T3.3,Cool temperate heathlands,evergreen shrub in heath/boggy areas,,#78C8CF,,South America
Quillaja saponaria,Species,T3.2,Seasonally dry temperate heath and shrublands,evergreen tree,,#57A7AE,,South America
Peumus boldus,species,T3.2,Seasonally dry temperate heath and shrublands,evergreen tree/shrub,,#57A7AE,,South America
Sporophila palustris,species,TF,Palustrine wetlands,"Marsh seedeater-- obligate wetland nester (if found in our ecoregion, likely indicates marsh)",,#629A8E,,South America
Panicum prionitis,species,T4,Savannas and grasslands,Large perrenial grass,,#FFC01C,,South America
Lophozonia alpina,species,T2.4,Warm temperate laurophyll forests,"Deciduous tree, but grows extensively within Araucaria araucana forests",,#73D1BE,,South America
Schinus patagonicus,species,T3.2,Seasonally dry temperate heath and shrublands,,,#57A7AE,,South America
Diostea juncea,species,T3.2,Seasonally dry temperate heath and shrublands,,,#57A7AE,,South America
Nothofagus betuloides,species,T2.3,Oceanic cool temperate rainforests,"Strong indicator of cold, humid oceanic environments (CIEFAP, 2016)",,#54B2A0,,South America
Festuca lenensis,species,T6.3,Polar tundra and deserts,cool season tufted grass,,#B8B8B8,,South America
Echinopsis,genus,T5.2,Succulent or Thorny deserts and semi-deserts,cactus,,#EEC471,,South America
Acanthocalycium,genus,T5.2,Succulent or Thorny deserts and semi-deserts,cactus,,#EEC471,,South America
Nassella,genus,T4.5,Temperate subhumid grasslands,"dry, temperate, feather grass",,#D36E00,,South America
Stipa,genus,T4.5,Temperate subhumid grasslands,"dry, temperate, feather grass",,#D36E00,,South America
Piptochaetium,genus,T4.5,Temperate subhumid grasslands,"subhumid, temperatre bunchgrass",,#D36E00,,South America
Empetrum rubrum,species,T3.3,Cool temperate heathlands,Native species associated with bog environments,,#78C8CF,,South America
Marsippospermum grandiflorum,species,TF1.6,"Boreal, temperate and montane peat bogs","Native species usually found in bogs, but sometimes also fen environments",,#C1F195,,South America
Gymnocalycium,genus,T5.2,Succulent or Thorny deserts and semi-deserts,Succulent,,#EEC471,,South America
Opuntia,genus,T5.2,Succulent or Thorny deserts and semi-deserts,Cactus,,#EEC471,,South America
Aylostera,genus,T5.2,Succulent or Thorny deserts and semi-deserts,Cactus,,#EEC471,,South America
Tephrocactus,genus,T5.2,Succulent or Thorny deserts and semi-deserts,Cactus,,#EEC471,,South America
Oreocereus celsianus,species,T5.4,Cool deserts and semi-deserts,Succulent cactus found in higher altitudes but also prefers colder temps (could be ind. of cold desert),,#886716,,South America
Parodia,genus,T5.2,Succulent or Thorny deserts and semi-deserts,Cactus,,#EEC471,,South America
Aiouea,genus,T2.4,Warm temperate laurophyll forests,Laureacea family,,#73D1BE,,South America
Andea,genus,T2.4,Warm temperate laurophyll forests,Laureacea family,,#73D1BE,,South America
Aniba,genus,T1.3,Tropical/Subtropical montane rainforests,Laureacea family,,#6FD9A1,,South America
Beilschmiedia pendula,species,T2.4,Warm temperate laurophyll forests,Laureacea family,,#73D1BE,,South America
Caryodaphnopsis,genus,T2.4,Warm temperate laurophyll forests,Laureacea family,,#73D1BE,,South America
Chlorocardium,genus,T2.4,Warm temperate laurophyll forests,Laureacea family,,#73D1BE,,South America
Cinnadenia,genus,T1.3,Tropical/Subtropical montane rainforests,Laureacea family,,#6FD9A1,,South America
Clinostemon,genus,T2.4,Warm temperate laurophyll forests,Laureacea family,,#73D1BE,,South America
Damburneya,genus,T1.3,Tropical/Subtropical montane rainforests,Laureacea family,,#6FD9A1,,South America
Williamodendron,genus,T2.4,Warm temperate laurophyll forests,Laureacea family,,#73D1BE,,South America
Sphagnum magellanicum,species,"TF1.6, TF1.7","Boreal, temperate and montane peat bogs or fens",Can be found both in Fens and Bogs,,#C1F195,,South America
Marsippospermum grandiflorum,species,TF1.7,Boreal and temperate fens,Strong fen indicator,,#DFF1CF,,South America
Troncosoa seriphioides,species,T5.1,Semi-desert steppe,Dwarf shrub common in Argentine steppe environments,,#FFD279,,South America
Artemisia mendozana,species,T5.1,Semi-desert steppe,,,#FFD279,,South America
Aristida mendocina,species,T5.1,Semi-desert steppe,,,#FFD279,"Le Houérou et al., 2006",South America
Chloris castilloniana,species,T5.1,Semi-desert steppe,,,#FFD279,"Le Houérou et al., 2006",South America
Digitaria californica,species,T5.1,Semi-desert steppe,,,#FFD279,"Le Houérou et al., 2006",South America
Elymus erianthus,species,T5.1,Semi-desert steppe,,,#FFD279,"Le Houérou et al., 2006",South America
Munroa mendocina,species,T5.1,Semi-desert steppe,,,#FFD279,"Le Houérou et al., 2006",South America
Larrea cuneifolia,species,T5.1,Semi-desert steppe,,,#FFD279,"Le Houérou et al., 2006; Busso and Bonvissutio, 2009",South America
Larrea divaricata,species,T5.1,Semi-desert steppe,,,#FFD279,"Le Houérou et al., 2006; Busso and Bonvissutio, 2009",South America
Larrea nitida,species,T5.1,Semi-desert steppe,,,#FFD279,"Le Houérou et al., 2006",South America
Acantholippia seriphioides,species,T5.1,Semi-desert steppe,,,#FFD279,"Le Houérou et al., 2006",South America
Artemisia mendozana,species,T5.1,Semi-desert steppe,,,#FFD279,"Le Houérou et al., 2006",South America
Fabiana peckii,species,T5.1,Semi-desert steppe,,,#FFD279,"Le Houérou et al., 2006",South America
Lycium chilense,species,T5.1,Semi-desert steppe,,,#FFD279,"Le Houérou et al., 2006",South America
Prosopis flexuosa var. depressa,species,T5.1,Semi-desert steppe,,,#FFD279,"Le Houérou et al., 2006",South America
Schinus fasciculata,species,T5.1,Semi-desert steppe,,,#FFD279,"Le Houérou et al., 2006",South America
Proustia cuneifolia,species,T5.1,Semi-desert steppe,,,#FFD279,"Le Houérou et al., 2006",South America
Acacia furcatispina,species,T5.2,Succulent or Thorny deserts and semi-deserts,,,#EEC471,"Le Houérou et al., 2006",South America
Bulnesia retama,species,T5.2,Succulent or Thorny deserts and semi-deserts,,,#EEC471,"Le Houérou et al., 2006",South America
Cercidium praecox ssp. glaucum,species,T5.2,Succulent or Thorny deserts and semi-deserts,,,#EEC471,"Le Houérou et al., 2006",South America
Senna aphylla,species,T5.2,Succulent or Thorny deserts and semi-deserts,,,#EEC471,"Le Houérou et al., 2006",South America
Chuquiraga erinacea,species,T5.2,Succulent or Thorny deserts and semi-deserts,,,#EEC471,"Le Houérou et al., 2006",South America
Grabowskia obtusa,species,T5.2,Succulent or Thorny deserts and semi-deserts,,,#EEC471,"Le Houérou et al., 2006",South America
Solanum elaeagnifolium,species,T5.2,Succulent or Thorny deserts and semi-deserts,,,#EEC471,"Le Houérou et al., 2006",South America
Nassauvia axillaris,species,T5.1,Semi-desert steppe,,,#FFD279,,South America
Bougainvillea spinosa,species,T5.2,Succulent or Thorny deserts and semi-deserts,,,#EEC471,"Busso and Bonvissutio, 2009",South America
Monttea aphylla,species,T5.1,Semi-desert steppe,,,#FFD279,"Busso and Bonvissutio, 2009",South America
Larrea cuneifolia,species,T5.1,Semi-desert steppe,,,#FFD279,"Busso and Bonvissutio, 2009",South America
Gutierrezia solbrigii,species,T5.1,Semi-desert steppe,,,#FFD279,"Busso and Bonvissutio, 2009",South America
Verbena seriphioides,species,T5.1,Semi-desert steppe,,,#FFD279,"Busso and Bonvissutio, 2009",South America
Senecio aff. filaginoides,species,T5.1,Semi-desert steppe,,,#FFD279,"Busso and Bonvissutio, 2009; Morando and Avila, 2020",South America
Pappostipa speciosa,species,T5.1,Semi-desert steppe,,,#FFD279,"Busso and Bonvissutio, 2009",South America
Berberis empetrifolia,species,T3.4,"Young rocky pavements, lava flows and screes",,,#9AEAF1,"Morando and Avila, 2020",South America
Aextoxicon punctatum,species,T2.3,Oceanic cool temperate rainforests,,,#54B2A0,"Morando and Avila, 2020",South America
Eucryphia cordifolia,species,T2.3,Oceanic cool temperate rainforests,,,#54B2A0,"Morando and Avila, 2020",South America
Adesmia volckmannii,species,T5.1,Semi-desert steppe,,,#FFD279,"Morando and Avila, 2020",South America
Nassauvia glomerulosa,species,T5.1,Semi-desert steppe,,,#FFD279,"Morando and Avila, 2020",South America
Chuquiraga aurea,species,T5.1,Semi-desert steppe,,,#FFD279,"Morando and Avila, 2020",South America
Chuquiraga morenonis,species,T5.1,Semi-desert steppe,,,#FFD279,"Morando and Avila, 2020",South America
Petunia patagonica,species,T5.1,Semi-desert steppe,,,#FFD279,"Morando and Avila, 2020",South America
Poa spiciformis,species,T5.1,Semi-desert steppe,,,#FFD279,"Morando and Avila, 2020",South America
Chuquiraga avellanedae,species,T5.2,Succulent or Thorny deserts and semi-deserts,,,#EEC471,"Morando and Avila, 2020",South America
Lycium ameghinoi,species,T5.2,Succulent or Thorny deserts and semi-deserts,,,#EEC471,"Morando and Avila, 2020",South America
Lycium chilense,species,T5.2,Succulent or Thorny deserts and semi-deserts,,,#EEC471,"Morando and Avila, 2020",South America
Mulguraea ligustrina,species,T5,Deserts and semi-deserts,,,#DFB664,"Morando and Avila, 2020",South America
Prosopis denudans,species,T5.2,Succulent or Thorny deserts and semi-deserts,,,#EEC471,"Morando and Avila, 2020",South America
Vachellia caven,species,T3.2,Seasonally dry temperate heath and shrublands,,,#57A7AE,,South America
Peumus boldus,species,T3.2,Seasonally dry temperate heath and shrublands,,,#57A7AE,,South America
Fabiana imbricata,species,T3.2,Seasonally dry temperate heath and shrublands,,,#57A7AE,,South America
Lithraea caustica,species,T3.2,Seasonally dry temperate heath and shrublands,,,#57A7AE,,South America
Quillaja saponaria,species,T3.2,Seasonally dry temperate heath and shrublands,,,#57A7AE,,South America
Berberis buxifolia,species,T3.3,Cool temperate heathlands,,,#78C8CF,Vegetation and Soils in the South Chilean Islands (Holdgate 1961),South America
Berberis darwinii,species,T3.3,Cool temperate heathlands,,,#78C8CF,Vegetation and Soils in the South Chilean Islands (Holdgate 1961),South America
Trichocereus coquimbanus,species,T5.2,Succulent or Thorny deserts and semi-deserts,,,#EEC471,"Rundel et al., 1991",South America
Oxalis gigantea,species,T5.5,Hyper-arid deserts,,,#5E4300,"Rundel et al., 1991",South America
Eulychnia,genus,T5.5,Hyper-arid deserts,,,#5E4300,"Rundel et al., 1991",South America
Argylia radiata,species,T5.5,Hyper-arid deserts,,,#5E4300,"Rundel et al., 1991",South America
Nolana pterocarpa,species,T5.5,Hyper-arid deserts,,,#5E4300,"Rundel et al., 1991",South America
Polyachyrus fuscus,species,T5.5,Hyper-arid deserts,,,#5E4300,"Rundel et al., 1991",South America
Neochilenia,genus,T5.2,Succulent or Thorny deserts and semi-deserts,,,#EEC471,"Rundel et al., 1991",South America
Copiapoa,genus,T5.2,Succulent or Thorny deserts and semi-deserts,,,#EEC471,"Rundel et al., 1991",South America
Eulychnia iquiquensis,species,T5.2,Succulent or Thorny deserts and semi-deserts,,,#EEC471,"Rundel et al., 1991",South America
Euphorbia lactiflua,species,T5.2,Succulent or Thorny deserts and semi-deserts,,,#EEC471,"Rundel et al., 1991",South America
Eulychnia iquiquensis,species,T5.2,Succulent or Thorny deserts and semi-deserts,,,#EEC471,"Rundel et al., 1991",South America
Tillandsia geissei,species,T5.2,Succulent or Thorny deserts and semi-deserts,,,#EEC471,"Rundel et al., 1991 avoids T5.5",South America
Deuterocohnia chrysantha,species,T5.2,Succulent or Thorny deserts and semi-deserts,,,#EEC471,"Rundel et al., 1991",South America
Loasa Fruticosa,species,T5.1,Semi-desert steppe,,,#FFD279,"Rundel et al., 1991",South America
Azorella compacta,species,T5.4,Cool deserts and semi-deserts,,,#886716,,South America
Parastrephia lepidophylla,species,T5.4,Cool deserts and semi-deserts,,,#886716,,South America
Junellia seriphioides,species,T6.5,Tropical alpine grasslands and herbfields,,,#949494,,South America
Pycnophyllum molle,species,T6.5,Tropical alpine grasslands and herbfields,,,#949494,,South America
Nolana rostrata,species,T5.2,Succulent or Thorny deserts and semi-deserts,,,#EEC471,,South America
Festuca orthophylla,species,T5.4,Cool deserts and semi-deserts,Strong T5.4,,#886716,,South America
Pycnophyllum convexum,species,T6.4,Temperate alpine grasslands and shrublands,,,#A8A8A8,,South America
Schinopsis,genus,T1.2,Tropical/Subtropical dry forests and thickets,"Hardwood tree found in the Gran Chaco, adapted to seasonally dry conditions",,#52BC85,,South America
Laretia acaulis,species,T6.4,Temperate alpine grasslands and shrublands,,,#A8A8A8,,South America
Calcophyllum spruceanum,species,T1.1,Tropical/Subtropical lowland rainforests,,,#32A06B,Ecoregions -- South West Amazon Moist Forests,South America
Bertholletia excelsa,species,T1.1,Tropical/Subtropical lowland rainforests,,,#32A06B,Ecoregions -- South West Amazon Moist Forests,South America
Hevea brasiliensis,species,T1.1,Tropical/Subtropical lowland rainforests,,,#32A06B,Ecoregions -- South West Amazon Moist Forests,South America
Quintinia sieberi,species,T1.1,Tropical/Subtropical lowland rainforests,,,#32A06B,Ecoregions -- South West Amazon Moist Forests,South America
Phytelephas,genus,T1.1,Tropical/Subtropical lowland rainforests,,,#32A06B,Ecoregions -- South West Amazon Moist Forests,South America
Ceiba pentandra,species,T1.1,Tropical/Subtropical lowland rainforests,,,#32A06B,Ecoregions -- South West Amazon Moist Forests,South America
Dipteryx odorata,species,T1.1,Tropical/Subtropical lowland rainforests,,,#32A06B,Ecoregions -- South West Amazon Moist Forests,South America
Itaya amicorum,species,T1.1,Tropical/Subtropical lowland rainforests,,,#32A06B,Ecoregions -- South West Amazon Moist Forests,South America
Aspidosperma quebracho-blanco,species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,Ecoregions -- Bolivian Montane Dry Forests,South America
Qualea grandiflora,species,T1.2,Tropical/Subtropical dry forests and thickets,Trees of the Brazillian Cerado,,#52BC85,,South America
Byrsonima coccolobifolia,species,T1.2,Tropical/Subtropical dry forests and thickets,Trees of the Brazillian Cerado,,#52BC85,,South America
Tabebuia ochracea,species,T1.2,Tropical/Subtropical dry forests and thickets,Trees of the Brazillian Cerado,,#52BC85,,South America
Pontederia crassipes,species,TF1,Palustrine wetlands,Pantanal,,#629A8E,,South America
Typha domingensis,species,TF,Palustrine wetlands,Pantanal,,#629A8E,,South America
Schoenoplectus tabernaemontani,species,TF,Palustrine wetlands,Pantanal,,#629A8E,,South America
Anadenanthera colubrina,species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,Ecoregions -- Chiquitano Dry Forests,South America
Caesalpinia pulcherrima,species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,Ecoregions -- Chiquitano Dry Forests,South America
Machaerium scleroxylon,species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,Ecoregions -- Chiquitano Dry Forests,South America
